ORIGZONENO,DESTZONENO,INDEX,VOL,T0,T0TI,V0,V0TI,TCUR,TCURTI,VCUR,VCURTI,IMPEDANCE,LENGTH
1183,1184,1,11.91485060711797495,193.60456317096958401,,37.59828735840196146,,867.13432988398301404,,8.39454712970931460,,86713,2022.00000000000000000
1183,1185,1,134.62320154793928850,280.25800374368094481,,46.91105989616696093,,2332.76611990318997414,,5.63588432111900328,,233279,3652.00000000000000000
1183,1186,1,317.47593977756770300,272.29369276957874035,,39.02844715904964090,,2372.01029490183464077,,4.48025036941916266,,237200,2952.00000000000000000
1183,1187,1,237.38452326451169938,332.78074981929233900,,39.50709290468044088,,6166.37592958765071671,,2.13207889854992372,,616639,3652.00000000000000000
1183,1188,1,35.52806581193257074,448.46755751036369020,,34.77442178108861270,,3628.55037109947625140,,4.29791470561136091,,362855,4332.00000000000000000
1183,1189,1,92.36435447328499038,263.80690402360147573,,36.05364323273769145,,1989.81470560596153518,,4.77994256108562610,,198981,2642.00000000000000000
1183,1190,1,156.22764011671932849,218.76803943107134387,,48.90659544156616789,,3547.36367686546873301,,3.01609898916652863,,354740,2972.00000000000000000
1183,1191,1,18.97816945817353940,298.14551334255037318,,46.75300944067785025,,6439.22686558607438201,,2.16473192993042751,,643926,3872.00000000000000000
1183,1192,1,69.89104135106529725,344.43122762826465078,,46.11428559881426281,,8932.62058129001161433,,1.77811201712389488,,893265,4412.00000000000000000
1183,1193,1,33.72587511741343036,367.57408477112181799,,45.85524578125595241,,9869.83803481147333514,,1.70774838863117751,,986987,4682.00000000000000000
1183,1194,1,28.78303484503678433,506.38466630298523796,,44.87339667272630805,,12084.48384192453704600,,1.88036165195295379,,1208452,6312.00000000000000000
1183,1195,1,11.07388639515736983,497.63423514706164497,,45.15605722616587059,,14030.45995155955824885,,1.60160109344827362,,1403049,6242.00000000000000000
1183,1196,1,60.98547541568853347,606.22092161363491414,,44.19378982943603518,,15408.68521090736248880,,1.73870772446147992,,1540871,7442.00000000000000000
1183,1197,1,3.26839960319416800,761.09228768044238223,,42.39065422450615728,,15957.63202759071464243,,2.02180373279801096,,1595765,8962.00000000000000000
1183,1198,1,24.72924976381126427,485.72309830217000126,,37.88825374854071271,,8276.30591519235167652,,2.22360074513658024,,827632,5112.00000000000000000
1183,1199,1,0.57369209418974154,5478.35541339200426592,,46.63793797960325094,,16119.18377320066247194,,15.85062889007980402,,1611923,70972.00000000000000000
1183,1200,1,1.56983779961356640,6038.91623813427213463,,45.88558427921000771,,16742.47412829889071872,,16.55067213343542676,,1674253,76972.00000000000000000
1183,1201,1,0.78762932905709671,5413.07541339200452057,,46.74813865957764847,,16013.04125527072210389,,15.80281946233715828,,1601309,70292.00000000000000000
1183,1202,1,1.17618202339117794,5301.99647803078642028,,47.13680988577768005,,15842.64279273350803123,,15.77509530888556100,,1584269,69422.00000000000000000
1183,1203,1,1.57033105540025653,5402.12129357431786048,,47.39604797555211491,,16196.45416165493224980,,15.80834900309058000,,1619650,71122.00000000000000000
1183,1204,1,1.65235920193366059,5596.75451209649327211,,46.93777428190168877,,16582.61333694887434831,,15.84184559225424671,,1658267,72972.00000000000000000
1183,1205,1,13.36836086275126334,5721.89704515186622302,,46.69765951598107279,,16836.36172312185954070,,15.87036465444001898,,1683641,74222.00000000000000000
1183,1206,1,2.13061941158102375,5068.82882441310448485,,46.52104227001648695,,14097.88554403312082286,,16.72642321172798674,,1409793,65502.00000000000000000
1183,1207,1,1.24412954201142312,4555.77094054792814859,,45.16188427490486390,,13516.76137497857234848,,15.22163440577319271,,1351685,57152.00000000000000000
1183,1208,1,2.25993270129946966,4395.62434272969676385,,45.55421127631002776,,13293.24365675612716586,,15.06323100443817609,,1329333,55622.00000000000000000
1183,1209,1,3.14925757531167694,4899.19698908174086682,,46.91201446118569152,,14395.05530115100373223,,15.96598242881519880,,1439510,63842.00000000000000000
1183,1210,1,7.36162354868714353,6753.89235444517726137,,51.81118999767446809,,19820.02646359599384596,,17.65523374263506895,,1981999,97202.00000000000000000
1183,1212,1,14.57208953984447319,851.23060642790801467,,46.40246685413942629,,17941.74901426332871779,,2.20152449845324094,,1794175,10972.00000000000000000
1183,1213,1,18.87968008921091112,943.25161409976624327,,45.23416590251088820,,18437.57528127930345363,,2.31414377156861750,,1843759,11852.00000000000000000
1183,1214,1,1.87868111801037374,976.18187804745116409,,45.92095080648588379,,18524.84881453259367845,,2.41984161105992035,,1852486,12452.00000000000000000
1183,1215,1,63.42522538088056905,1138.99277002329449715,,47.00574174751348977,,18860.29208900816956884,,2.83872591937230911,,1886031,14872.00000000000000000
1183,1216,1,65.37470099053425088,1347.02831199423962971,,49.01990508443179095,,20335.91974919124550070,,3.24702304171052036,,2033590,18342.00000000000000000
1183,1217,1,49.04524096157213364,995.73255790261487164,,51.34631743657454450,,18522.60056385136704193,,2.76026035457351737,,1852260,14202.00000000000000000
1183,1218,1,9.76089245069081990,1066.73930820401960773,,48.73843084261446279,,19270.52778963386663236,,2.69796450660616927,,1927053,14442.00000000000000000
1183,1219,1,2.11577238133980439,1142.87959146830326063,,49.39732971123383720,,19597.39284643617429538,,2.88075053872620090,,1959741,15682.00000000000000000
1183,1220,1,30.43585417709097740,1138.53080986860140911,,45.88650526377008987,,21203.91604024614207447,,2.46384676777816303,,2120393,14512.00000000000000000
1183,1221,1,6.51120810087851787,1185.27040209031588347,,44.92746963569443608,,21863.85410282270095195,,2.43558156533458980,,2186389,14792.00000000000000000
